From_Category,To_Category,Ratio_of_human_to_shortest
C0109,C0062,2.0
C0109,C0063,1.0
C0109,C0064,1.75
C0109,C0065,2.072916666666667
C0109,C0067,1.7777777777777777
C0109,C0068,1.5555555555555554
C0109,C0070,1.0
C0109,C0072,1.0
C0109,C0073,1.6666666666666665
C0109,C0074,1.2083333333333333
C0109,C0075,1.5208333333333333
C0109,C0076,1.0
C0109,C0078,1.111111111111111
C0109,C0079,2.0
C0109,C0080,4.333333333333333
C0109,C0081,1.8095238095238095
C0109,C0082,1.6666666666666667
C0109,C0083,1.6666666666666667
C0109,C0084,1.75
C0109,C0085,1.6666666666666667
C0109,C0088,1.5
C0109,C0089,1.3333333333333333
C0109,C0090,1.8333333333333335
C0109,C0092,1.5
C0109,C0096,1.0
C0109,C0098,1.6666666666666667
C0109,C0100,1.3333333333333333
C0109,C0101,2.0
C0109,C0102,1.7333333333333332
C0109,C0103,1.9333333333333331
C0109,C0104,1.8333333333333333
C0109,C0105,1.4375
C0109,C0107,1.375
C0109,C0109,1.2
C0109,C0110,1.0
C0109,C0111,1.0
C0109,C0112,2.666666666666667
C0109,C0115,1.375
C0109,C0116,1.0
C0109,C0117,2.0078947368421054
C0109,C0118,1.371212121212121
C0109,C0119,2.1708333333333334
C0109,C0120,2.25
C0109,C0121,1.388888888888889
C0109,C0122,1.3333333333333333
C0109,C0123,1.9444444444444444
C0109,C0124,1.763888888888889
C0109,C0126,1.8333333333333335
C0109,C0128,1.3333333333333335
C0109,C0129,1.9090909090909087
C0109,C0130,2.538888888888889
C0109,C0131,1.0
C0109,C0132,2.145833333333333
C0109,C0133,2.875
C0109,C0134,1.4833333333333334
C0109,C0135,2.0339506172839505
C0109,C0136,1.8333333333333335
C0109,C0137,1.6875
C0109,C0138,1.5
C0109,C0139,1.34375
C0109,C0140,1.3333333333333333
C0109,C0142,1.9333333333333331
C0109,C0143,2.683333333333333
C0109,C0144,2.148148148148148
C0109,C0145,1.0
C0110,C0001,1.7291814946619233
C0110,C0003,1.4259259259259263
C0110,C0004,1.8284313725490198
C0110,C0005,1.7587719298245612
C0110,C0006,1.574074074074074
C0110,C0007,1.8799999999999997
C0110,C0008,1.7084362139917697
C0110,C0009,1.622093023255814
C0110,C0010,1.876543209876543
C0110,C0011,1.4848484848484846
C0110,C0012,1.55
C0110,C0013,1.4285714285714286
C0110,C0014,1.595238095238095
C0110,C0015,1.4756944444444444
C0110,C0016,1.9067146282973624
C0110,C0020,1.25
C0110,C0021,1.611111111111111
C0110,C0022,1.5
C0110,C0023,2.5
C0110,C0026,2.5
C0110,C0027,2.125
C0110,C0028,2.0
C0110,C0029,1.4583333333333335
C0110,C0030,3.0
C0110,C0031,1.5
C0110,C0032,1.2916666666666665
C0110,C0033,1.4444444444444444
C0110,C0034,1.8703703703703702
C0110,C0035,1.0833333333333333
C0110,C0036,1.3333333333333333
C0110,C0037,2.5
C0110,C0038,1.5625
C0110,C0039,4.111111111111111
C0110,C0040,1.0
C0110,C0041,2.104166666666667
C0110,C0042,1.7272727272727273
C0110,C0043,1.6666666666666667
C0110,C0045,1.3333333333333333
C0110,C0046,1.2777777777777777
C0110,C0047,1.5555555555555554
C0110,C0048,2.4166666666666665
C0110,C0049,1.8177083333333333
C0110,C0050,1.875
C0110,C0051,1.6875
C0110,C0052,1.9166666666666663
C0110,C0053,1.7
C0110,C0054,1.9444444444444444
C0110,C0055,1.7444444444444445
C0110,C0056,1.6712962962962967
C0110,C0057,1.583333333333333
C0110,C0058,1.8
C0110,C0059,1.6071428571428572
C0110,C0061,1.5833333333333333
C0110,C0062,1.6388888888888886
C0110,C0063,1.888888888888889
C0110,C0064,1.5481481481481483
C0110,C0065,2.011111111111111
C0110,C0067,1.7142857142857142
C0110,C0068,1.1944444444444444
C0110,C0069,2.0
C0110,C0070,1.261904761904762
C0110,C0072,1.6666666666666667
C0110,C0073,1.0
C0110,C0074,1.4375
C0110,C0078,1.7916666666666667
C0110,C0079,2.5555555555555554
C0110,C0080,1.0
C0110,C0081,1.2666666666666666
C0110,C0082,1.0
C0110,C0083,2.0
C0110,C0085,3.0
C0110,C0086,2.0
C0110,C0087,1.4666666666666666
C0110,C0090,1.3333333333333335
C0110,C0091,1.4583333333333335
C0110,C0092,1.5555555555555556
C0110,C0093,2.75
C0110,C0094,1.0
C0110,C0095,2.0
C0110,C0096,1.5277777777777777
C0110,C0098,2.4444444444444446
C0110,C0100,2.1666666666666665
C0110,C0102,1.1666666666666665
C0110,C0103,1.8666666666666667
C0110,C0104,1.4
C0110,C0105,1.6333333333333333
C0110,C0107,1.5833333333333335
C0110,C0108,1.0
C0110,C0109,1.361111111111111
C0110,C0110,1.4814814814814816
C0110,C0111,1.4
C0110,C0112,1.3166666666666667
C0110,C0113,2.4166666666666665
C0110,C0114,1.6111111111111114
C0110,C0115,1.2666666666666666
C0110,C0116,1.0
C0110,C0117,2.0121693121693123
C0110,C0118,1.6481481481481481
C0110,C0119,1.8973856209150326
C0110,C0120,1.75
C0110,C0121,1.5370370370370372
C0110,C0122,1.9230769230769231
C0110,C0123,2.0
C0110,C0124,1.0
C0110,C0126,1.875
C0110,C0128,1.0
C0110,C0129,1.9166666666666667
C0110,C0130,2.0
C0110,C0131,1.3333333333333333
C0110,C0132,1.8030303030303032
C0110,C0133,1.6190476190476188
C0110,C0134,1.7805555555555557
C0110,C0135,2.454861111111111
C0110,C0136,1.0
C0110,C0137,1.4444444444444446
C0110,C0138,1.8194444444444446
C0110,C0139,1.5046296296296298
C0110,C0140,2.5
C0110,C0141,1.5
C0110,C0142,2.3750000000000004
C0110,C0143,1.2962962962962963
C0110,C0144,1.7722222222222221
C0110,C0145,1.4444444444444446
C0110,C0146,2.018518518518518
C0111,C0001,1.703719912472648
C0111,C0003,2.121212121212122
C0111,C0004,1.8541666666666663
C0111,C0005,1.5555555555555556
C0111,C0006,1.8888888888888888
C0111,C0007,2.162634408602151
C0111,C0008,1.6111111111111112
C0111,C0009,1.7146464646464645
C0111,C0010,2.275
C0111,C0011,1.6
C0111,C0013,2.0
C0111,C0014,1.4613636363636366
C0111,C0015,1.25
C0111,C0016,1.858739837398374
C0111,C0019,1.3333333333333333
C0111,C0020,2.452380952380953
C0111,C0021,1.5714285714285716
C0111,C0027,1.3333333333333333
C0111,C0028,1.6666666666666667
C0111,C0031,1.9047619047619047
C0111,C0032,2.0
C0111,C0033,1.3333333333333333
C0111,C0034,2.333333333333333
C0111,C0035,1.0
C0111,C0038,1.8666666666666667
C0111,C0040,1.1875
C0111,C0041,2.375
C0111,C0042,2.263888888888889
C0111,C0045,2.253968253968254
C0111,C0049,1.5757575757575757
C0111,C0050,1.6666666666666667
C0111,C0051,2.0
C0111,C0052,1.0
C0111,C0053,1.4615384615384615
C0111,C0054,1.6
C0111,C0055,1.476190476190476
C0111,C0056,1.5555555555555556
C0111,C0057,1.5
C0111,C0058,2.5
C0111,C0059,1.7388888888888892
C0111,C0060,1.4583333333333335
C0111,C0061,1.25
C0111,C0062,1.696969696969697
C0111,C0063,1.5
C0111,C0065,1.8055555555555554
C0111,C0067,2.2142857142857144
C0111,C0068,1.75
C0111,C0070,1.25
C0111,C0072,1.1666666666666665
C0111,C0073,1.2777777777777777
C0111,C0074,1.2777777777777777
C0111,C0076,2.5
C0111,C0077,2.55
C0111,C0078,2.5454545454545463
C0111,C0079,1.9230769230769231
C0111,C0081,1.25
C0111,C0085,2.5
C0111,C0086,1.5
C0111,C0089,2.0
C0111,C0094,1.6666666666666667
C0111,C0095,1.5
C0111,C0098,1.0
C0111,C0099,1.3333333333333333
C0111,C0100,1.0
C0111,C0101,1.6666666666666667
C0111,C0102,3.0
C0111,C0103,1.0
C0111,C0104,1.0
C0111,C0105,1.4081632653061225
C0111,C0107,1.125
C0111,C0108,1.5666666666666667
C0111,C0109,1.7291666666666665
C0111,C0110,2.25
C0111,C0111,1.0975609756097562
C0111,C0112,2.0
C0111,C0113,2.25
C0111,C0115,1.2
C0111,C0117,1.8606060606060608
C0111,C0118,2.1602564102564106
C0111,C0119,1.5714285714285716
C0111,C0120,1.5
C0111,C0122,1.6666666666666667
C0111,C0123,1.513888888888889
C0111,C0126,2.3
C0111,C0128,2.0
C0111,C0129,1.4833333333333332
C0111,C0130,1.6333333333333335
C0111,C0132,1.125
C0111,C0133,2.2
C0111,C0134,2.006944444444444
C0111,C0135,1.4285714285714286
C0111,C0137,2.3277777777777775
C0111,C0139,1.3854166666666667
C0111,C0140,3.4
C0111,C0144,1.5972222222222223
C0111,C0146,1.75
C0112,C0001,1.8642473118279568
C0112,C0002,2.75
C0112,C0003,2.166666666666667
C0112,C0004,1.9743589743589745
C0112,C0005,1.9743589743589742
C0112,C0006,1.3333333333333333
C0112,C0007,1.6060606060606062
C0112,C0008,2.0135135135135136
C0112,C0009,1.3461538461538458
C0112,C0010,1.9047619047619049
C0112,C0011,2.375
C0112,C0012,1.8888888888888886
C0112,C0013,1.6666666666666667
C0112,C0014,1.8611111111111112
C0112,C0015,1.6527777777777775
C0112,C0016,1.942307692307692
C0112,C0017,2.75
C0112,C0020,2.166666666666667
C0112,C0025,1.0
C0112,C0026,1.0
C0112,C0028,1.0
C0112,C0030,1.0
C0112,C0031,2.4074074074074074
C0112,C0033,1.2499999999999998
C0112,C0034,1.5
C0112,C0035,1.0
C0112,C0038,1.5833333333333333
C0112,C0041,1.0
C0112,C0042,1.8333333333333335
C0112,C0043,1.6666666666666667
C0112,C0044,1.4583333333333335
C0112,C0047,2.0
C0112,C0049,1.7916666666666667
C0112,C0051,2.0
C0112,C0052,2.333333333333333
C0112,C0053,1.8333333333333335
C0112,C0054,3.0
C0112,C0055,1.388888888888889
C0112,C0056,1.3333333333333333
C0112,C0057,3.25
C0112,C0059,1.5833333333333333
C0112,C0061,3.6666666666666665
C0112,C0065,1.7499999999999998
C0112,C0067,1.0
C0112,C0068,1.125
C0112,C0070,1.3333333333333333
C0112,C0071,1.0
C0112,C0076,1.0
C0112,C0079,2.055555555555556
C0112,C0084,2.375
C0112,C0089,1.6666666666666667
C0112,C0092,1.9166666666666665
C0112,C0093,1.6666666666666665
C0112,C0096,1.5555555555555554
C0112,C0097,1.125
C0112,C0098,1.75
C0112,C0099,2.8333333333333335
C0112,C0104,2.0952380952380953
C0112,C0107,1.25
C0112,C0108,1.0
C0112,C0109,1.9444444444444444
C0112,C0110,2.5
C0112,C0111,1.5
C0112,C0112,1.5555555555555554
C0112,C0113,1.3333333333333335
C0112,C0115,2.1666666666666665
C0112,C0117,1.8194444444444446
C0112,C0118,1.9393939393939397
C0112,C0119,2.1176470588235294
C0112,C0120,1.5666666666666669
C0112,C0121,2.0
C0112,C0123,1.6666666666666667
C0112,C0126,1.0
C0112,C0129,1.6666666666666667
C0112,C0130,1.875
C0112,C0131,1.0
C0112,C0132,1.5
C0112,C0133,1.9166666666666667
C0112,C0135,2.0075757575757573
C0112,C0137,1.5833333333333335
C0112,C0139,1.9833333333333336
C0112,C0141,1.5
C0112,C0142,2.9583333333333335
C0112,C0143,1.6666666666666665
C0112,C0144,2.15
C0112,C0145,1.75
C0113,C0001,1.7403469079939666
C0113,C0002,1.75
C0113,C0003,1.4000000000000001
C0113,C0004,2.4027777777777777
C0113,C0005,2.0599999999999996
C0113,C0006,2.2916666666666665
C0113,C0007,1.7938596491228067
C0113,C0008,1.8290960451977403
C0113,C0009,1.9374999999999996
C0113,C0010,1.8333333333333333
C0113,C0011,1.2083333333333333
C0113,C0012,1.425925925925926
C0113,C0013,1.45
C0113,C0014,1.3601190476190477
C0113,C0015,1.3571428571428572
C0113,C0016,1.7578014184397168
C0113,C0017,1.75
C0113,C0020,1.5
C0113,C0022,1.0
C0113,C0023,2.7500000000000004
C0113,C0025,1.6666666666666667
C0113,C0026,2.3333333333333335
C0113,C0028,3.0
C0113,C0031,1.9583333333333335
C0113,C0033,2.0
C0113,C0034,2.4166666666666665
C0113,C0035,2.5
C0113,C0038,1.6666666666666667
C0113,C0039,2.0
C0113,C0040,1.5
C0113,C0042,1.8416666666666663
C0113,C0043,1.5
C0113,C0045,2.0
C0113,C0048,1.8333333333333333
C0113,C0049,1.7916666666666667
C0113,C0050,1.0
C0113,C0051,2.3333333333333335
C0113,C0053,1.25
C0113,C0054,1.5666666666666667
C0113,C0055,2.5
C0113,C0056,1.3333333333333333
C0113,C0057,1.1666666666666665
C0113,C0058,2.5833333333333335
C0113,C0059,2.114583333333333
C0113,C0061,1.3333333333333333
C0113,C0062,1.5238095238095237
C0113,C0064,1.0
C0113,C0065,2.0
C0113,C0067,1.8194444444444444
C0113,C0068,2.1875
C0113,C0070,2.3333333333333335
C0113,C0072,1.0
C0113,C0073,1.0
C0113,C0074,1.0
C0113,C0075,1.8333333333333333
C0113,C0078,1.8333333333333333
C0113,C0081,1.25
C0113,C0083,1.3333333333333333
C0113,C0084,1.0
C0113,C0088,1.45
C0113,C0096,1.777777777777778
C0113,C0098,1.6666666666666667
C0113,C0102,3.0
C0113,C0103,1.25
C0113,C0104,1.5
C0113,C0105,1.1
C0113,C0107,1.277777777777778
C0113,C0108,1.4722222222222223
C0113,C0109,1.125
C0113,C0110,1.0
C0113,C0112,1.5833333333333335
C0113,C0113,1.5
C0113,C0114,1.3333333333333335
C0113,C0116,1.2777777777777777
C0113,C0117,1.8243055555555554
C0113,C0118,1.5208333333333333
C0113,C0119,1.871212121212121
C0113,C0120,1.6363636363636367
C0113,C0122,1.0
C0113,C0123,2.5
C0113,C0126,2.166666666666667
C0113,C0128,1.0
C0113,C0129,1.2777777777777777
C0113,C0130,1.9958333333333333
C0113,C0132,1.5
C0113,C0134,2.833333333333333
C0113,C0135,1.5
C0113,C0136,1.0
C0113,C0137,1.611111111111111
C0113,C0138,1.75
C0113,C0139,1.4166666666666667
C0113,C0140,2.0833333333333335
C0113,C0141,1.3333333333333333
C0113,C0142,1.3333333333333335
C0113,C0143,1.625
C0113,C0144,1.777777777777778
C0113,C0146,2.3333333333333335
C0114,C0001,1.6857142857142864
C0114,C0002,2.5
C0114,C0004,1.6515151515151516
C0114,C0005,1.6296296296296295
C0114,C0006,1.3888888888888888
C0114,C0007,1.5611111111111111
C0114,C0008,1.623931623931624
C0114,C0009,1.9429824561403508
C0114,C0010,1.0
C0114,C0011,1.4404761904761905
C0114,C0012,1.7333333333333332
C0114,C0013,1.5625
C0114,C0014,1.7587719298245617
C0114,C0015,1.6250000000000002
C0114,C0016,1.7112403100775189
C0114,C0017,2.5
C0114,C0023,1.6666666666666667
C0114,C0028,1.8333333333333335
C0114,C0029,1.5
C0114,C0031,1.619047619047619
C0114,C0033,1.0
C0114,C0034,1.55
C0114,C0035,1.0
C0114,C0036,1.375
C0114,C0038,1.35
C0114,C0039,2.3333333333333335
C0114,C0042,1.6666666666666667
C0114,C0043,2.0
C0114,C0045,2.3333333333333335
C0114,C0046,1.1666666666666667
C0114,C0047,1.5
C0114,C0049,1.5
C0114,C0051,1.8333333333333333
C0114,C0052,3.3333333333333335
C0114,C0053,1.9722222222222223
C0114,C0054,1.125
C0114,C0055,1.119047619047619
C0114,C0056,1.6
C0114,C0058,1.8055555555555554
C0114,C0059,1.5
C0114,C0062,3.0
C0114,C0063,1.0
C0114,C0065,1.5555555555555556
C0114,C0067,1.9833333333333336
C0114,C0068,2.1875
C0114,C0070,1.6666666666666665
C0114,C0071,1.0
C0114,C0073,2.5
C0114,C0074,2.5
C0114,C0075,1.0
C0114,C0081,2.0
C0114,C0082,1.125
C0114,C0085,1.3333333333333333
C0114,C0086,1.25
C0114,C0088,2.125
C0114,C0089,1.0
C0114,C0090,1.0
C0114,C0091,1.3333333333333333
C0114,C0099,2.8333333333333335
C0114,C0102,2.0833333333333335
C0114,C0103,1.3333333333333333
C0114,C0104,1.0
C0114,C0105,1.0
C0114,C0108,1.0
C0114,C0109,1.625
C0114,C0111,1.5416666666666667
C0114,C0112,1.6666666666666667
C0114,C0113,1.75
C0114,C0117,1.838235294117647
C0114,C0118,1.6369047619047616
C0114,C0119,1.6180555555555554
C0114,C0120,1.5
C0114,C0121,1.8333333333333333
C0114,C0122,2.1666666666666665
C0114,C0123,1.0555555555555556
C0114,C0124,2.0
C0114,C0125,2.25
C0114,C0126,1.875
C0114,C0129,1.6666666666666667
C0114,C0131,1.0
C0114,C0132,1.3333333333333335
C0114,C0133,2.5416666666666665
C0114,C0134,1.7916666666666665
C0114,C0135,1.7777777777777777
C0114,C0137,1.5
C0114,C0139,1.604166666666667
C0114,C0140,1.8333333333333335
C0114,C0142,1.5
C0114,C0143,1.7333333333333336
C0114,C0144,2.0
C0114,C0145,1.625
C0114,C0146,1.3333333333333333
C0115,C0001,1.9456315289648651
C0115,C0002,2.555555555555556
C0115,C0003,1.761904761904762
C0115,C0004,1.486111111111111
C0115,C0005,2.2583333333333333
C0115,C0006,2.075
C0115,C0007,2.1269841269841274
C0115,C0008,1.7357456140350869
C0115,C0009,2.283333333333333
C0115,C0010,1.5075757575757578
C0115,C0011,1.6825396825396826
C0115,C0012,1.222222222222222
C0115,C0013,2.1822916666666665
C0115,C0014,1.849056603773585
C0115,C0015,1.6319444444444446
C0115,C0016,2.0455326460481107
C0115,C0017,2.555555555555556
C0115,C0019,1.8333333333333333
C0115,C0020,1.6666666666666667
C0115,C0021,1.6666666666666665
C0115,C0026,1.5
C0115,C0031,1.4848484848484846
C0115,C0032,2.5000000000000004
C0115,C0033,1.6666666666666667
C0115,C0034,1.875
C0115,C0035,2.0
C0115,C0036,1.3333333333333333
C0115,C0039,2.5
C0115,C0040,1.25
C0115,C0041,1.6666666666666667
C0115,C0042,2.269230769230769
C0115,C0046,1.0
C0115,C0049,1.8974358974358974
C0115,C0050,1.25
C0115,C0051,2.208333333333333
C0115,C0053,1.7807017543859647
C0115,C0054,1.25
C0115,C0055,1.8125
C0115,C0056,1.3888888888888886
C0115,C0057,1.7083333333333333
C0115,C0058,1.222222222222222
C0115,C0059,2.6666666666666665
C0115,C0061,1.3333333333333333
C0115,C0062,1.5833333333333335
C0115,C0063,1.5555555555555556
C0115,C0064,1.0
C0115,C0065,2.0256410256410255
C0115,C0067,1.78125
C0115,C0068,1.5555555555555556
C0115,C0069,1.3333333333333333
C0115,C0070,4.5
C0115,C0073,2.5
C0115,C0074,1.9722222222222223
C0115,C0076,2.3333333333333335
C0115,C0078,1.4444444444444444
C0115,C0079,1.25
C0115,C0081,1.564102564102564
C0115,C0083,2.222222222222222
C0115,C0084,1.6666666666666667
C0115,C0085,1.583333333333333
C0115,C0087,2.2388888888888885
C0115,C0089,1.3333333333333333
C0115,C0091,3.3333333333333326
C0115,C0093,1.6666666666666667
C0115,C0094,3.3333333333333335
C0115,C0096,1.9166666666666667
C0115,C0098,1.3854166666666667
C0115,C0099,1.5
C0115,C0102,2.020833333333333
C0115,C0103,1.5208333333333333
C0115,C0104,2.222222222222222
C0115,C0105,1.9166666666666667
C0115,C0107,1.0
C0115,C0108,4.0
C0115,C0109,2.0
C0115,C0110,1.3333333333333333
C0115,C0111,1.25
C0115,C0112,4.0
C0115,C0113,1.7
C0115,C0115,2.033333333333333
C0115,C0116,1.5
C0115,C0117,2.0185185185185186
C0115,C0118,2.164999999999999
C0115,C0119,1.9687500000000002
C0115,C0120,2.472222222222222
C0115,C0121,2.5
C0115,C0122,1.9791666666666665
C0115,C0123,3.25
C0115,C0124,1.0
C0115,C0126,2.0625
C0115,C0128,1.5
C0115,C0129,1.125
C0115,C0132,2.4583333333333335
C0115,C0133,1.4583333333333335
C0115,C0134,2.174242424242424
C0115,C0135,1.5
C0115,C0136,1.0
C0115,C0137,2.1833333333333327
C0115,C0138,2.2857142857142856
C0115,C0139,2.0833333333333335
C0115,C0140,2.1428571428571432
C0115,C0142,2.25
C0115,C0143,2.138888888888889
C0115,C0144,1.2833333333333334
C0115,C0145,2.25
C0115,C0146,1.6666666666666667
C0116,C0001,1.6446078431372548
C0116,C0003,2.111111111111111
C0116,C0004,1.5
C0116,C0005,1.4393939393939392
C0116,C0006,1.4814814814814814
C0116,C0007,2.35
C0116,C0008,1.5218253968253972
C0116,C0009,1.7916666666666665
C0116,C0010,1.625
C0116,C0011,2.0
C0116,C0012,2.0
C0116,C0013,1.2916666666666665
C0116,C0014,1.6597222222222223
C0116,C0015,1.3518518518518519
C0116,C0016,1.7929292929292928
C0116,C0019,2.111111111111111
C0116,C0023,1.0
C0116,C0028,1.6666666666666665
C0116,C0031,1.6666666666666667
C0116,C0033,1.6666666666666667
C0116,C0034,1.4285714285714286
C0116,C0040,1.75
C0116,C0042,3.125
C0116,C0045,1.75
C0116,C0047,2.0
C0116,C0049,1.6666666666666665
C0116,C0050,2.25
C0116,C0051,1.5
C0116,C0053,1.5000000000000002
C0116,C0054,1.6666666666666667
C0116,C0055,1.4166666666666667
C0116,C0056,1.45
C0116,C0057,1.25
C0116,C0058,1.6666666666666667
C0116,C0059,1.5
C0116,C0062,1.0
C0116,C0065,1.3333333333333333
C0116,C0067,1.7333333333333336
C0116,C0068,1.6666666666666667
C0116,C0072,2.6666666666666665
C0116,C0075,1.25
C0116,C0076,2.0
C0116,C0086,2.0
C0116,C0088,1.2916666666666665
C0116,C0097,2.083333333333333
C0116,C0098,1.8
C0116,C0099,2.3333333333333335
C0116,C0102,1.5
C0116,C0103,1.388888888888889
C0116,C0105,1.1666666666666665
C0116,C0107,1.125
C0116,C0109,1.8333333333333335
C0116,C0110,2.0
C0116,C0111,1.0
C0116,C0113,1.3333333333333333
C0116,C0114,1.6666666666666667
C0116,C0115,1.361111111111111
C0116,C0117,2.2083333333333335
C0116,C0118,1.4666666666666666
C0116,C0119,1.6363636363636365
C0116,C0120,1.4166666666666665
C0116,C0121,1.5
C0116,C0122,1.3333333333333333
C0116,C0123,1.5
C0116,C0124,1.6666666666666667
C0116,C0125,2.0
C0116,C0126,1.5555555555555556
C0116,C0132,1.4583333333333333
C0116,C0133,2.5
C0116,C0134,2.0
C0116,C0137,3.0416666666666665
C0116,C0139,1.5833333333333333
C0116,C0140,1.0
C0116,C0142,1.638888888888889
C0116,C0143,1.6666666666666667
C0116,C0144,1.5833333333333333
C0117,C0001,1.7038135132194687
C0117,C0002,2.0634057971014492
C0117,C0003,1.9296066252587987
C0117,C0004,1.7393315018315028
C0117,C0005,1.5972850678733046
C0117,C0006,1.8070365033621494
C0117,C0007,1.8066854990583816
C0117,C0008,1.619029126213598
C0117,C0009,1.6766025641025646
C0117,C0010,2.028061224489796
C0117,C0011,1.6321266968325783
C0117,C0012,1.5677966101694918
C0117,C0013,1.6348258706467662
C0117,C0014,1.6728334812185721
C0117,C0015,1.6510248112189856
C0117,C0016,1.6843356643356653
C0117,C0017,2.0634057971014492
C0117,C0019,1.9451754385964917
C0117,C0020,2.027426160337553
C0117,C0021,1.5526315789473681
C0117,C0022,1.883333333333333
C0117,C0023,1.847222222222222
C0117,C0024,1.5476190476190477
C0117,C0025,2.1666666666666665
C0117,C0026,2.166666666666667
C0117,C0027,1.9444444444444444
C0117,C0028,1.7934782608695643
C0117,C0029,1.4288288288288293
C0117,C0030,1.7952898550724634
C0117,C0031,1.6622516556291398
C0117,C0032,1.766025641025641
C0117,C0033,1.6823045267489707
C0117,C0034,1.8215014773032465
C0117,C0035,1.5555555555555558
C0117,C0036,1.8833333333333333
C0117,C0037,1.5216049382716048
C0117,C0038,2.1557291666666663
C0117,C0039,1.8450000000000006
C0117,C0040,2.2202380952380953
C0117,C0041,1.805050505050505
C0117,C0042,1.7024714828897336
C0117,C0043,2.452380952380952
C0117,C0044,1.9444444444444444
C0117,C0045,1.5936426116838487
C0117,C0046,1.8700980392156863
C0117,C0047,1.4739583333333333
C0117,C0048,2.1786821705426362
C0117,C0049,1.4842896174863383
C0117,C0050,1.3333333333333333
C0117,C0051,1.7138888888888892
C0117,C0052,1.9223057644110284
C0117,C0053,1.5760971055088702
C0117,C0054,1.6948198198198203
C0117,C0055,1.6462389380530957
C0117,C0056,1.6499013806706118
C0117,C0057,1.5077519379844964
C0117,C0058,1.523297491039427
C0117,C0059,1.6976874003189792
C0117,C0060,1.759259259259259
C0117,C0061,1.6708333333333336
C0117,C0062,1.4751184834123223
C0117,C0063,1.6822916666666665
C0117,C0064,1.6206140350877196
C0117,C0065,1.6133333333333335
C0117,C0066,1.8289473684210527
C0117,C0067,1.837204301075269
C0117,C0068,1.9109195402298853
C0117,C0069,1.3333333333333333
C0117,C0070,1.7273662551440332
C0117,C0071,1.2698412698412698
C0117,C0072,1.4476190476190476
C0117,C0073,1.4717514124293787
C0117,C0074,1.4330601092896176
C0117,C0075,2.0512820512820515
C0117,C0076,2.277083333333333
C0117,C0077,1.5
C0117,C0078,1.8764619883040934
C0117,C0079,1.6523809523809527
C0117,C0080,2.194444444444444
C0117,C0081,1.5411392405063291
C0117,C0082,2.0543478260869565
C0117,C0083,1.9942528735632186
C0117,C0084,1.4583333333333335
C0117,C0085,1.6049019607843136
C0117,C0086,1.490350877192983
C0117,C0087,1.6948051948051948
C0117,C0088,1.7055555555555553
C0117,C0089,1.578373015873016
C0117,C0090,1.5825757575757573
C0117,C0091,1.35
C0117,C0092,1.7351190476190477
C0117,C0093,1.6645299145299144
C0117,C0094,1.7753623188405792
C0117,C0095,1.7817460317460316
C0117,C0096,1.7222222222222223
C0117,C0097,1.5606060606060603
C0117,C0098,1.5584291187739459
C0117,C0099,2.107843137254902
C0117,C0100,1.7444444444444445
C0117,C0101,1.5526315789473684
C0117,C0102,2.0029761904761902
C0117,C0103,1.6418859649122808
C0117,C0104,1.65990990990991
C0117,C0105,1.6576846307385216
C0117,C0106,1.6
C0117,C0107,1.5902777777777777
C0117,C0108,1.535353535353535
C0117,C0109,1.6033105022831056
C0117,C0110,1.7627118644067796
C0117,C0111,1.5946327683615822
C0117,C0112,1.5833333333333333
C0117,C0113,2.003205128205128
C0117,C0114,1.4208333333333332
C0117,C0115,1.5701754385964908
C0117,C0116,1.701388888888889
C0117,C0117,1.6162893081761003
C0117,C0118,1.7343234323432348
C0117,C0119,1.7602716468590827
C0117,C0120,1.5229007633587786
C0117,C0121,1.7852233676975944
C0117,C0122,1.5603174603174608
C0117,C0123,1.665476190476191
C0117,C0124,1.5123456790123455
C0117,C0125,2.094594594594595
C0117,C0126,1.912
C0117,C0127,1.6822916666666665
C0117,C0128,1.8098958333333335
C0117,C0129,1.5162162162162163
C0117,C0130,1.7519379844961238
C0117,C0131,1.6547619047619049
C0117,C0132,1.5277777777777777
C0117,C0133,1.729974160206718
C0117,C0134,1.5090846994535527
C0117,C0135,1.6088477366255147
C0117,C0136,1.2916666666666667
C0117,C0137,1.8256501182033102
C0117,C0138,1.6105769230769231
C0117,C0139,1.6991308793456035
C0117,C0140,1.94943820224719
C0117,C0141,1.691056910569106
C0117,C0142,1.795
C0117,C0143,1.8133084577114431
C0117,C0144,1.785660660660661
C0117,C0145,1.7307971014492756
C0117,C0146,1.7066115702479356
C0118,C0001,1.762196969696975
C0118,C0002,1.9411764705882353
C0118,C0003,2.1196581196581192
C0118,C0004,1.7575757575757576
C0118,C0005,1.709999999999999
C0118,C0006,1.696006944444444
C0118,C0007,1.9307359307359306
C0118,C0008,1.7281991744066056
C0118,C0009,1.8216945996275598
C0118,C0010,1.7979797979797982
C0118,C0011,1.7533333333333336
C0118,C0012,1.7435897435897434
C0118,C0013,1.7552083333333335
C0118,C0014,1.7479387514723193
C0118,C0015,1.8333333333333333
C0118,C0016,1.7673423423423427
C0118,C0017,1.9411764705882353
C0118,C0019,3.8166666666666673
C0118,C0020,1.4285714285714286
C0118,C0021,1.3
C0118,C0022,1.7916666666666667
C0118,C0023,1.7916666666666667
C0118,C0024,1.7380952380952384
C0118,C0025,2.4
C0118,C0026,1.6666666666666667
C0118,C0027,1.75
C0118,C0028,1.7291666666666667
